day,buzz,positive_buzz,negative_buzz,quality,postive_quality,negative_quality,impression,positive_impression,negative_impression,value,positive_value,negative_value,reputation,positive_reputation,negative_reputation,satisfaction,positive_satisfaction,negative_satisfaction,recommend,positive_recommend,negative_recommend,awareness,attention,ad_awareness,wom_exposure,consideration,purchase_intent
2015-01-11,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785,796.397785
2015-01-12,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897,778.056897
2015-01-13,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254,778.003254
2015-01-14,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714,742.843714
2015-01-15,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082,739.70082
2015-01-16,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712,748.320712
2015-01-17,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949,728.013949
2015-01-18,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859,751.795859
2015-01-19,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314,769.71314
2015-01-20,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593,790.177593
2015-01-21,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605,797.571605
2015-01-22,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312,779.471312
2015-01-23,780.844038,780.844038,780.844038,780.844038,780.844038,780.844038,780.844038,780.844038,780.844038,780.844038,780.844038,780.844038,780.844038,780.844038,780.844038,781.723627,781.723627,781.723627,780.844038,780.844038,780.844038,781.723627,781.723627,781.723627,781.723627,780.844038,781.723627
2015-01-24,789.105673,789.105673,789.105673,789.105673,789.105673,789.105673,789.105673,789.105673,789.105673,789.105673,789.105673,789.105673,789.105673,789.105673,789.105673,789.985262,789.985262,789.985262,789.105673,789.105673,789.105673,789.985262,789.985262,789.985262,789.985262,789.105673,789.985262
2015-01-25,783.082177,783.082177,783.082177,783.082177,783.082177,783.082177,783.082177,783.082177,783.082177,783.082177,783.082177,783.082177,783.082177,783.082177,783.082177,783.961766,783.961766,783.961766,783.082177,783.082177,783.082177,783.961766,783.961766,783.961766,783.961766,783.082177,783.961766
2015-01-26,802.640093,802.640093,802.640093,802.640093,802.640093,802.640093,802.640093,802.640093,802.640093,802.640093,802.640093,802.640093,802.640093,802.640093,802.640093,803.519682,803.519682,803.519682,802.640093,802.640093,802.640093,803.519682,803.519682,803.519682,803.519682,802.640093,803.519682
2015-01-27,791.632694,791.632694,791.632694,791.632694,791.632694,791.632694,791.632694,791.632694,791.632694,791.632694,791.632694,791.632694,791.632694,791.632694,791.632694,792.512283,792.512283,792.512283,791.632694,791.632694,791.632694,792.512283,792.512283,792.512283,792.512283,791.632694,792.512283
2015-01-28,806.619475,806.619475,806.619475,806.619475,806.619475,806.619475,806.619475,806.619475,806.619475,806.619475,806.619475,806.619475,806.619475,806.619475,806.619475,807.499064,807.499064,807.499064,806.619475,806.619475,806.619475,807.499064,807.499064,807.499064,807.499064,806.619475,807.499064
2015-01-29,833.539693,833.539693,833.539693,833.539693,833.539693,833.539693,833.539693,833.539693,833.539693,833.539693,833.539693,833.539693,833.539693,833.539693,833.539693,834.419282,834.419282,834.419282,833.539693,833.539693,833.539693,834.419282,834.419282,834.419282,834.419282,833.539693,834.419282
2015-01-30,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095,837.494095
2015-01-31,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706,827.80706
2015-02-01,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554,838.077554
2015-02-02,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556,812.179556
2015-02-03,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946,794.505946
2015-02-04,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686,813.292686
2015-02-05,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562,788.558562
2015-02-06,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033,786.567033
2015-02-07,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293,785.48293
2015-02-08,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962,766.489962
2015-02-09,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491,784.080491
2015-02-10,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459,810.440459
