Brand,Media L1,Media L2,Message,Confirm VAT,Confirm CTC,wc Mon,Tracked Revenue,Spend
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-04-11,0.0,4992.570000000001
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-04-11,0.0,1554.366
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-04-11,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-04-11,0.0,1248.1425000000002
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-04-18,0.0,4565.299999999999
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-04-18,0.0,1456.4452
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-04-18,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-04-18,0.0,1141.3249999999998
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-04-25,0.0,6014.52
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-04-25,0.0,1879.7400000000002
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-04-25,0.0,58.0445
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-04-25,0.0,1503.63
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-04-25,0.0,511.44
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-05-02,0.0,6575.860000000001
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-05-02,0.0,1950.8809999999999
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-05-02,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-05-02,0.0,1643.9650000000001
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-05-02,0.0,383.58
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-05-09,0.0,4601.87
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-05-09,0.0,1375.9334
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-05-09,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-05-09,0.0,1150.4675
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-05-16,0.0,5799.63
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-05-16,0.0,1537.6066
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-05-16,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-05-16,0.0,1449.9075
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-05-23,0.0,6801.8099999999995
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-05-23,0.0,1941.737
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-05-23,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-05-23,0.0,1700.4524999999999
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-05-23,0.0,1465.19
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-05-30,0.0,7697.02
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-05-30,0.0,2212.978
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-05-30,0.0,57.778999999999996
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-05-30,0.0,1924.255
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-05-30,0.0,1234.86
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-06-06,0.0,4841.42
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-06-06,0.0,1440.1854
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-06-06,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-06-06,0.0,1210.355
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-06-13,0.0,4345.09
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-06-13,0.0,1314.2633999999998
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-06-13,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-06-13,0.0,1086.2725
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-06-20,0.0,5701.34
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-06-20,0.0,1751.0982
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-06-20,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-06-20,0.0,1425.335
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-06-27,0.0,5499.0599999999995
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-06-27,0.0,1676.6930000000002
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-06-27,0.0,57.51350000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-06-27,0.0,1374.7649999999999
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-07-04,0.0,4815.82
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-07-04,0.0,1566.7271999999998
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-07-04,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-07-04,0.0,1203.955
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-07-11,0.0,6124.53
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-07-11,0.0,1949.9394000000002
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-07-11,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-07-11,0.0,1531.1325
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-07-18,0.0,6655.93
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-07-18,0.0,1847.8494
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-07-18,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-07-18,0.0,1663.9825
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-07-25,0.0,5603.83
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-07-25,0.0,1755.4401999999998
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-07-25,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-07-25,0.0,1400.9575
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-08-01,0.0,4242.0199999999995
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-08-01,0.0,1406.3868000000002
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-08-01,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-08-01,0.0,1060.5049999999999
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-08-08,0.0,3223.2
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-08-08,0.0,1042.8694
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-08-08,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-08-08,0.0,805.8
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-08-08,0.0,214.26000000000002
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-08-15,0.0,3449.33
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-08-15,0.0,1058.1109999999999
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-08-15,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-08-15,0.0,567.1800000000001
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-08-15,0.0,249.97000000000003
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-08-22,0.0,6455.63
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-08-22,0.0,1763.887
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-08-22,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-08-22,0.0,662.77
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-08-22,0.0,803.4000000000001
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-08-29,0.0,8806.89
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-08-29,0.0,2250.7362
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-08-29,0.0,57.51349999999999
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-08-29,0.0,856.26
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-08-29,0.0,1403.3799999999999
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-09-05,0.0,4755.49
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-09-05,0.0,1256.4750000000001
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-09-05,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-09-05,0.0,428.03999999999996
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-09-05,0.0,603.4000000000001
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-09-12,0.0,4017.0299999999997
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-09-12,0.0,1304.9126
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-09-12,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-09-12,0.0,361.6700000000001
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-09-12,0.0,603.4000000000001
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-09-19,0.0,5740.65
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-09-19,0.0,1539.2877999999998
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-09-19,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-09-19,0.0,516.7600000000001
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-09-19,0.0,261.2
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-09-26,0.0,5925.889999999999
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-09-26,0.0,1690.1861999999999
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-09-26,0.0,57.779
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-09-26,0.0,533.39
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-09-26,0.0,175.0
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-10-03,0.0,7322.93
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-10-03,0.0,1928.0816
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-10-03,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-10-03,0.0,659.1700000000001
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-10-03,0.0,749.98
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-10-10,0.0,4564.27
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-10-10,0.0,1353.5149999999999
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-10-10,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-10-10,0.0,413.78
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-10-17,0.0,6098.379999999999
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-10-17,0.0,1794.9328
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-10-17,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-10-17,0.0,549.0
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-10-17,0.0,122.46000000000001
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-10-24,0.0,8161.869999999999
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-10-24,0.0,2124.3496
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-10-24,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-10-24,0.0,734.6600000000001
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-10-24,0.0,1271.43
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-10-31,0.0,7420.750000000001
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-10-31,0.0,2002.4812000000002
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-10-31,0.0,58.04449999999999
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-10-31,0.0,667.9499999999999
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-10-31,0.0,596.9499999999999
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-11-07,0.0,5245.26
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-11-07,0.0,1547.9396
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-11-07,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-11-07,0.0,472.15999999999997
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-11-07,0.0,81.64
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-11-14,0.0,4977.08
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-11-14,0.0,1546.6598000000001
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-11-14,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-11-14,0.0,447.99
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-11-14,0.0,489.82000000000005
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-11-21,0.0,10753.36
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-11-21,0.0,2705.09
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-11-21,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-11-21,0.0,967.6800000000001
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-11-21,0.0,1081.66
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-11-28,0.0,4897.26
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-11-28,0.0,1371.7766
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-11-28,0.0,57.24800000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-11-28,0.0,440.77000000000004
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-11-28,0.0,1107.1799999999998
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-12-05,0.0,2973.42
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-12-05,0.0,928.452
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-12-05,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-12-05,0.0,267.65000000000003
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-12-05,0.0,285.74
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-12-12,0.0,2831.29
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-12-12,0.0,783.0595999999999
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-12-12,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-12-12,0.0,254.82999999999996
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-12-12,0.0,163.28
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-12-19,0.0,3819.8999999999996
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-12-19,0.0,974.5382
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-12-19,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-12-19,0.0,343.79
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-12-19,0.0,122.46000000000001
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2016-12-26,0.0,31204.36
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2016-12-26,0.0,7264.469600000001
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2016-12-26,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2016-12-26,0.0,2808.4
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2016-12-26,0.0,163.28
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-01-02,0.0,16080.739999999998
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-01-02,0.0,4142.2148
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-01-02,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-01-02,0.0,1447.4
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-01-09,0.0,11092.76
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-01-09,0.0,2942.8432000000003
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-01-09,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-01-09,0.0,998.5300000000001
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-01-16,0.0,6889.13
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-01-16,0.0,2163.2327999999998
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-01-16,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-01-16,0.0,620.0899999999999
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-01-23,0.0,8440.12
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-01-23,0.0,2210.0342
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-01-23,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-01-23,0.0,759.6600000000001
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-01-30,0.0,4569.67
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-01-30,0.0,1467.4996
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-01-30,0.0,60.76899999999999
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-01-30,0.0,411.30999999999995
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-02-06,0.0,4766.799999999999
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-02-06,0.0,1569.4738
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-02-06,0.0,62.495999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-02-06,0.0,428.96999999999997
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-02-13,0.0,6176.459999999999
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-02-13,0.0,1812.6926
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-02-13,0.0,62.495999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-02-13,0.0,555.89
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-02-20,0.0,6586.25
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-02-20,0.0,1869.4694
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-02-20,0.0,62.495999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-02-20,0.0,592.8100000000001
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2017-02-20,0.0,678.5500000000001
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-02-27,0.0,5429.26
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-02-27,0.0,1627.3813999999998
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-02-27,0.0,58.178500000000014
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-02-27,0.0,488.75000000000006
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2017-02-27,0.0,271.42
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-03-06,0.0,5428.15
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-03-06,0.0,1631.0318
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-03-06,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-03-06,0.0,488.53999999999996
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-03-13,0.0,5693.620000000001
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-03-13,0.0,1629.595
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-03-13,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-03-13,0.0,512.4200000000001
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-03-20,0.0,5420.32
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-03-20,0.0,1605.3069999999998
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-03-20,0.0,56.45150000000001
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-03-20,0.0,390.59
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2017-03-20,0.0,656.25
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-03-27,0.0,5911.5
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-03-27,0.0,1753.3944000000001
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-03-27,0.0,56.9825
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-03-27,0.0,376.81
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2017-03-27,0.0,187.5
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-04-03,0.0,4911.91
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-04-03,0.0,1481.3118
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-04-03,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-04-03,0.0,306.58000000000004
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-04-10,0.0,10131.65
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-04-10,0.0,2496.6416
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-04-10,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-04-10,0.0,536.59
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2017-04-10,0.0,2654.24
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-04-17,0.0,9683.07
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-04-17,0.0,2546.5679999999998
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-04-17,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-04-17,0.0,718.78
ClientBrand,Affiliates,Tenancy,Unclassified,EXCLUDING,CTC,2017-04-17,0.0,2197.6
ClientBrand,Affiliates,Affiliate Commission,Unclassified,EXCLUDING,CTC,2017-04-24,0.0,6785.110000000001
ClientBrand,Affiliates,Agency Commission,Unclassified,EXCLUDING,CTC,2017-04-24,0.0,1600.2440000000001
ClientBrand,Affiliates,Agency Tools,Unclassified,EXCLUDING,CTC,2017-04-24,0.0,58.309999999999995
ClientBrand,Affiliates,Network Override,Unclassified,EXCLUDING,CTC,2017-04-24,0.0,472.78
