Brand,Media L1,Media L2,Message,Confirm VAT,Confirm CTC,wc Mon,Spend,Comment
ClientBrand,Sports Sponsorship,,Unclassified,EXCLUDING,CTC,2012-11-05,455.0,Wycombe Wanderers
ClientBrand,Sports Sponsorship,,Unclassified,EXCLUDING,CTC,2012-11-12,455.0,Wycombe Wanderers
ClientBrand,Sports Sponsorship,,Unclassified,EXCLUDING,CTC,2012-11-19,455.0,Wycombe Wanderers
ClientBrand,Sports Sponsorship,,Unclassified,EXCLUDING,CTC,2012-11-26,455.0,Wycombe Wanderers
ClientBrand,Sports Sponsorship,,Unclassified,EXCLUDING,CTC,2012-12-03,910.0,Wycombe Wanderers
ClientBrand,Sports Sponsorship,,Unclassified,EXCLUDING,CTC,2012-12-10,910.0,Wycombe Wanderers
ClientBrand,Sports Sponsorship,,Unclassified,EXCLUDING,CTC,2013-06-24,25000.0,Wycombe Wanderers
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-01-31,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-02-07,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-02-14,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-02-21,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-02-28,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-03-07,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-03-14,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-03-21,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-03-28,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-04-04,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-04-11,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-04-18,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-04-25,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-05-02,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-05-09,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-05-16,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-05-23,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-05-30,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-06-06,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-06-13,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-06-20,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-06-27,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-07-04,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-07-11,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-07-18,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-07-25,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-08-01,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-08-08,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-08-15,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-08-22,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-08-29,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-09-05,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-09-12,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-09-19,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-09-26,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-10-03,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-10-10,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-10-17,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-10-24,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-10-31,2200.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-11-07,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-11-14,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-11-21,2750.0,
ClientBrand,Yellow Pages,,Unclassified,EXCLUDING,CTC,2011-11-28,2750.0,
