Brand,Media L1,Media L2,Message,Objective,Cost Type,Confirm VAT,Confirm CTC,wc Mon,Impressions,Clicks,Spend,Comment
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-03-15,292299,5631,562.5253921999999,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-03-22,1527393,28583,8244.9304486,
ClientBrand,Paid Social,Meta,Unclassified,Video Views,Platform and Fees,EXCLUDING,CTC,2021-03-22,683957,806,4011.368308,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-03-22,293319,5657,558.7328702000001,
ClientBrand,Paid Social,Meta,Unclassified,Conversions,Platform and Fees,EXCLUDING,CTC,2021-03-29,121439,2547,1163.5172752,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-03-29,1502030,28793,9371.7181854,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-03-29,273714,4983,497.88187,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-04-05,2337300,40609,11453.747048399997,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-04-05,328878,6270,528.7902905999999,
ClientBrand,Paid Social,Twitter,Unclassified,Video Views,Platform and Fees,EXCLUDING,CTC,2021-04-05,331970,139,1012.9701886,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-04-12,3520048,67255,19454.0035006,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-04-12,265182,4517,518.0564564,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-04-12,1297819,0,1795.9362690039,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-04-19,1532936,27293,7668.3769046,
ClientBrand,Paid Social,Meta,Unclassified,Video Views,Platform and Fees,EXCLUDING,CTC,2021-04-19,617106,753,2000.1287829999999,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-04-19,239628,4154,514.3693908,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-04-19,1045259,1,1492.22197169138,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-04-26,2242689,42794,10978.5935936,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-04-26,421994,7024,1015.7586352,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-04-26,570755,0,528.7256178871,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-05-03,483157,70,530.1558036,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-05-03,1648085,29417,7527.542272600001,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-05-03,232750,4045,509.60760639999995,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-05-10,0,0,0.0,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-05-10,1213172,22241,5854.9927972000005,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-05-10,259137,4598,513.037006,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-05-17,343533,257,517.8888436,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-05-17,1363815,25458,7770.576050399999,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-05-17,243934,3679,509.71024839999995,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-05-24,1988382,29661,11292.822134799999,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-05-31,2084444,26016,9403.001771599998,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-05-31,169375,2375,501.401626,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-06-07,1173223,24817,6015.3782868,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-06-07,174153,2688,502.332446,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-06-14,832585,15733,5226.585008200001,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-06-14,181562,3047,503.573656,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-06-21,1021037,20288,6167.5789176,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-06-21,215320,4040,508.20067600000004,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-06-28,920821,87,1160.4452458000003,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-06-28,1135709,20032,5737.9032502,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-06-28,241793,4233,511.6029562,
ClientBrand,Paid Social,Twitter,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-06-28,204326,10,426.79666398064,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-07-05,975659,38,1355.6033768,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-07-05,1075685,20191,5908.785344199999,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-07-05,219051,4366,509.7371444,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-07-05,637536,41,3989.8400461383994,
ClientBrand,Paid Social,Twitter,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-07-05,261380,14,539.4126499992999,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-07-12,1631067,94,2461.6806518,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-07-12,1189498,25901,5954.001325200001,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-07-12,199782,4207,507.7803662,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-07-12,920568,37,5001.1777688147195,
ClientBrand,Paid Social,Twitter,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-07-12,301623,26,616.85704491462,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-07-19,2092865,82,3226.3250511999995,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-07-19,1456498,30472,7668.079979199999,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-07-19,207620,3205,506.8825862,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-07-19,450312,32,2499.82843924688,
ClientBrand,Paid Social,Twitter,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-07-19,508131,22,1086.1304671930402,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-07-26,3608633,653,4701.5907676,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-07-26,1356856,28172,6631.9443338,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-07-26,229434,4261,510.5354462,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-07-26,1305723,79,7457.329986079921,
ClientBrand,Paid Social,Twitter,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-07-26,474455,9,973.53395295424,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-08-02,5282980,1191,7141.2125816,
ClientBrand,Paid Social,Meta,Unclassified,Store Traffic,Platform and Fees,EXCLUDING,CTC,2021-08-02,792305,444,997.3682760000002,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-08-02,1285514,29701,6236.2584336,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-08-02,276039,5211,516.2498962,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-08-02,840972,54,4286.43539273768,
ClientBrand,Paid Social,Twitter,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-08-02,1550977,0,3285.9909484587,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-08-09,1365921,103,1751.9733384000003,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-08-09,1275350,24965,5929.693098400001,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-08-09,229138,4696,511.20480619999995,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-08-09,395232,16,2077.12460567704,
ClientBrand,Paid Social,Twitter,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-08-09,613320,14,1275.84189397268,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-08-16,1474860,376,1774.533555,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-08-16,1186882,25223,6344.9655778,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-08-16,223750,5017,511.23348619999996,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-08-16,380353,26,2001.2027344000003,
ClientBrand,Paid Social,Twitter,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-08-16,447091,27,916.3964249951998,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-08-23,4294997,612,5802.648639999999,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-08-23,2025731,37136,12102.2514594,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-08-23,188396,4046,506.3919202,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-08-23,490352,25,2502.7962484,
ClientBrand,Paid Social,Twitter,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-08-23,1375041,24,2879.6795885642,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-08-30,3701451,600,4136.8977982,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-08-30,1668911,29886,8157.8688874,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-08-30,250891,4920,513.5209762,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-08-30,964706,56,4835.644727600001,
ClientBrand,Paid Social,Twitter,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-08-30,738685,26,1561.8175932427,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-09-06,543484,3,609.4551367999999,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-09-06,1361458,24496,6074.7044926,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-09-06,241129,4655,512.2183961999999,
ClientBrand,Paid Social,Twitter,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-09-06,451370,0,961.06512238008,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-09-13,1303988,21635,6483.3093294,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-09-13,241251,4658,512.2341762,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-09-20,1765135,29057,10215.276673400002,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-09-27,3244847,37609,19795.339335000004,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-09-27,388809,7068,1009.850196,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-10-04,4999376,4976,12291.493806600001,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-10-04,1959390,32712,11466.8164052,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-10-04,349379,7043,1006.1341688000001,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-10-11,12792311,9871,26573.037345200002,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-10-11,625968,8126,3832.0590814,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-10-11,858430,1,3224.36426,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-10-18,9671533,12088,21981.932652800002,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-10-18,518416,8821,3244.6619502,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-10-18,1176291,2,4037.51479750982,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-10-25,12182549,9684,23657.1038674,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-10-25,621715,8597,3936.7639412000003,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-10-25,1163777,2,4189.82413,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-11-01,12016934,9749,21718.7386752,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-11-01,807387,11858,3804.8913742000004,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-11-01,604029,1,3915.9729813203003,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-11-08,10049838,8503,19831.9940288,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-11-08,423658,6531,3213.9966756000003,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-11-08,496523,2,3313.78200524934,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-11-15,2834372,2238,5766.541244599999,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-11-15,619094,14409,4745.580005000001,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-11-15,518775,6,3263.9726306814596,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-11-22,1414002,298,1998.3220964,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-11-22,1652892,27760,16749.903467,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-11-22,506755,2,3309.9051868038005,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-11-29,53216,61,163.4306252,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-11-29,1930186,25070,14999.7422824,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-11-29,417560,9042,1742.7724358000003,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-11-29,233466,10,1383.4959912443003,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-12-06,2153231,365,2822.0156057999993,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-12-06,331104,6241,2132.0255104,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-12-06,286122,8697,1005.7931418000001,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-12-06,186515,0,311.82863968213996,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-12-13,2070874,301,2723.9608259999995,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-12-13,433044,9556,2526.8092356,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-12-13,277349,8403,1004.5331718,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-12-13,276100,0,319.8873436,
ClientBrand,Paid Social,Meta,Unclassified,Reach,Platform and Fees,EXCLUDING,CTC,2021-12-20,4832206,911,4907.185503,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-12-20,5333903,55365,18708.2942074,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-12-20,426547,10170,2083.0790214,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-12-20,627808,1,1223.44515033528,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2021-12-27,886894,209,489.9956072,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-12-27,3702150,76025,12567.841407,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2021-12-27,4187709,54699,8885.025534,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2021-12-27,460391,9600,1119.5316647999998,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2021-12-27,150884,789,323.03907459999994,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-12-27,217759,1,266.0257842,
ClientBrand,Paid Social,Twitter,Unclassified,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2021-12-27,371742,3,659.1390679755401,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-01-03,4465079,942,3204.6474724,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-01-03,6922920,77707,19206.428289400003,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-01-03,456070,2280,1097.6022948,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-01-03,673985,0,925.746393,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-01-10,3720085,799,3155.1789984000006,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-01-10,3033358,30523,9432.720264000001,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-01-10,428966,2098,1093.2472672,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-01-10,478641,5,907.8028828,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-01-17,2703051,708,2128.7087668,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-01-17,3572264,40120,10447.490977000001,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-01-17,420570,2093,1094.8684648,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-01-17,561215,3,916.8880226000001,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-01-24,247281,5,256.1199454,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-01-24,2757113,34209,8763.5706708,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-01-24,389549,1891,1091.8683687999999,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-01-31,5290974,1533,5953.669719799999,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-01-31,2371972,30015,8009.9978353999995,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-01-31,415036,1982,1083.1937644000002,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-01-31,822378,0,1037.7628514,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-02-07,3876595,1574,4899.213363000001,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-02-07,2439736,31661,8977.0874182,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-02-07,398915,1892,1093.0191447999998,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-02-07,1988277,0,2974.0500658,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-02-14,4454732,1661,4914.1876938000005,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-02-14,2684391,45127,8357.027701,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-02-14,394768,1816,1092.5866028,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-02-14,2048614,0,3206.6376848,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-02-21,3279355,924,2983.4485076,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-02-21,2951717,33945,8536.0738254,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-02-21,367737,1715,1085.2755562,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-02-21,1555249,1,1922.048106,
ClientBrand,Paid Social,Twitter,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-02-21,70870,0,147.96296239999998,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-02-28,3847448,1093,3744.9387756,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-02-28,2991915,32172,8504.027760800001,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-02-28,325991,1582,1083.7490554,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-02-28,2292419,0,2050.3636208,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-03-07,3892450,1103,4274.512664399999,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-03-07,2366645,29236,7972.8970573999995,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-03-07,334281,1713,1084.5699854000002,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-03-07,1751562,3,1780.8475366000002,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-03-14,1915078,393,1896.8205541999998,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-03-14,2830432,26614,10667.929855,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-03-14,298962,1565,1081.9296114,
ClientBrand,Paid Social,Twitter,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-03-14,179344,0,397.9882698,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-03-21,3579219,945,3871.7822528,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-03-21,1914176,25996,7962.842056400001,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-03-21,263998,1029,1071.3608136,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-03-28,1414614,288,1184.0358244000001,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-03-28,1605303,22727,5482.697552200001,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-03-28,337364,1554,1084.4411534,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-03-28,1070082,2,2712.7538767999995,
ClientBrand,Paid Social,Meta,Brand,Reach,Platform and Fees,EXCLUDING,CTC,2022-04-04,1546405,340,1192.8427104000002,
ClientBrand,Paid Social,Meta,Promo,Traffic,Platform and Fees,EXCLUDING,CTC,2022-04-04,1723957,23069,5491.243496200001,
ClientBrand,Paid Social,Pinterest,Promo,Consideration,Platform and Fees,EXCLUDING,CTC,2022-04-04,358008,1728,1086.1673174,
ClientBrand,Paid Social,Twitter,Brand,Pre-roll views,Platform and Fees,EXCLUDING,CTC,2022-04-04,1139664,1,2702.2771467999996,
