Brand,Media L1,Media L2,Message,GRP Definition,Confirm VAT,Confirm CTC,wc Mon,Spend,Impacts,GRPs,Comment
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-09-04,48076.92307692308,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-09-11,48076.92307692308,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-09-18,48076.92307692308,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-09-25,48076.92307692308,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-02,4238.137484877597,3055149.9999999995,5.579978813559321,Classic FM Promotional Burst Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-02,39449.990063685516,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-02,3056.80946168414,2203564.9999999995,4.024629237288135,Smooth Promotional Bursts Ads15+impacts (000s) Row 1
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-02,1331.9860666758161,960189.9999999999,1.753707627118644,Smooth Promotional Bursts Ads15+impacts (000s) Row 2
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-09,2899.117740841271,2291870,4.185911016949152,Classic FM Promotional Burst Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-09,35973.29909866326,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-09,5261.552038072421,4159469.9999999995,7.596927966101694,Heart Promotional Burst Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-09,3942.954199346121,3117064.9999999995,5.693061440677965,Smooth Promotional Bursts Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-16,39903.42373391972,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-16,8173.499343003364,5825084.999999999,10.63903601694915,Heart Promotional Burst Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-23,45638.46935329926,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-23,2438.453723623815,1519455,2.7751588983050848,Heart Promotional Burst Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-30,34230.904477168086,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-10-30,13846.018599754982,11502994.999999998,21.009269067796605,Heart Promotional Burst Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-11-06,33147.63411329471,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-11-06,14929.28896362837,12808284.999999998,23.39327330508474,Heart Promotional Burst Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-11-13,48076.92307692308,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-11-20,46143.442832343186,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-11-20,1933.4802445798882,1191610,2.1763771186440675,Heart Promotional Burst Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-11-27,46194.08021847182,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-11-27,1882.8428584512546,1159129.9999999998,2.1170550847457625,Heart Promotional Burst Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-04,48076.92307692308,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-11,36738.58242006133,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-11,11338.34065686175,8776705,16.029925847457626,Heart Promotional Burst Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-18,30941.09524236478,28438350,51.940294418468724,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-18,17135.827834558295,15749755,28.765625,Heart Promotional Burst Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-25,15871.478517772199,16122000,29.44549970777323,Classic FM Promotional Burst Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-25,35867.01138567002,36433149.99999999,66.54213544710694,Heart Breakfast & Late Evening Sponsorship Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-25,16748.63317348086,17013000,31.07283752191701,Smooth Promotional Bursts Ads15+impacts (000s)
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-01-01,26609.314014387463,26921000,49.168980128579776,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-01-01,28763.08598561254,29100000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-01-08,32027.750920914317,34027000,53.14874342489772,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-01-08,9633.644772549977,10235000,4.53864699006429,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-01-08,6415.527383458782,6816000,62.147501461133835,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-01-15,40004.73092065785,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-01-15,900.5678985871195,766000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-01-15,7171.624257678106,6100000,62.147501461133835,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-01-22,40768.3968783727,34027000,18.693381063705434,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-01-22,7308.526198550371,6100000,1.5707188778492112,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-01-29,40152.01289886512,34027000,12.44886031560491,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-01-29,726.8827679695804,616000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-01-29,7198.027410088377,6100000,62.147501461133835,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-02-05,34063.788892003366,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-02-05,7906.539062187163,7898000,3.901227352425482,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-02-05,6106.595122732551,6100000,62.147501461133835,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-02-12,36431.35269772095,34027000,1.3990356516656925,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-02-12,5114.543504776,4777000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-02-12,6531.026874426126,6100000,1.3387638807714786,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-02-19,40004.73092065785,34027000,11.14114552893045,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-02-19,900.5678985871195,766000,16.481589713617765,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-02-19,7171.624257678106,6100000,62.147501461133835,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-02-26,40768.3968783727,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-02-26,7308.526198550371,6100000,1.3387638807714786,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-03-05,44761.90826985694,34027000,11.14114552893045,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-03-05,3315.0148070661385,2520000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-03-12,42838.41682042687,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-03-12,5238.506256496201,4161000,1.5232320280537697,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-03-19,37855.22299059265,34027000,1.125073056691993,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-03-19,10221.700086330422,9188000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-03-26,18892.194656386797,28346000,11.14114552893045,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-03-26,11329.585019541353,16999000,0.11323787258912917,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-03-26,6393.594275690346,9593000,62.147501461133835,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-03-26,11461.549125304586,17197000,48.33796025715956,Smooth Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-04-02,22019.627548220695,27415000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-04-02,26057.295528702383,32442000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-04-09,44947.61681334382,34027000,14.425043834015197,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-04-09,3129.3062635792608,2369000,1.3789450613676213,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-04-16,40457.85733989023,34027000,11.14114552893045,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-04-16,7619.0657370328445,6408000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-04-23,43067.3545225342,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-04-23,5009.5685543888785,3958000,2.6117767387492696,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-04-30,45009.44977544878,34027000,8.72479544126242,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-04-30,3067.473301474292,2319000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-05-07,24871.75374396328,27415000,11.14114552893045,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-05-07,13468.76002490895,14846000,3.0026300409117477,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-05-07,2193.685958522824,2418000,3.2144944476914086,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-05-07,7542.723349528022,8314000,22.737068965517242,Smooth Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-05-14,48076.92307692308,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-05-21,45009.44977544878,34027000,1.3990356516656925,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-05-21,3067.473301474292,2319000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-05-28,17562.946008499403,27415000,11.14114552893045,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-05-28,17009.439338744032,26551000,16.070645821157218,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-05-28,3289.649015270634,5135000,31.956823495032143,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-05-28,10214.88871440901,15945000,27.88756575102279,Smooth Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-06-04,45020.59778018168,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-06-04,3056.3252967414014,2310000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-06-11,44804.81654082114,34027000,11.14114552893045,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-06-11,3272.106536101935,2485000,3.0208942139099944,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-06-18,48076.92307692308,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-06-25,45237.216534537,34027000,4.602571595558153,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-06-25,2839.7065423860768,2136000,50.07123027469316,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-07-02,37999.430014133504,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-07-02,10077.493062789572,9024000,43.29339567504383,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-07-09,46926.75085449246,34027000,7.599722384570427,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-07-09,1150.17222243062,834000,19.829412624196376,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-07-16,47989.48228280271,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-07-16,87.44079412036818,62000,19.30888369374635,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-07-23,47033.33510259506,34027000,16.781122150789013,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-07-23,1043.5879743280123,755000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-07-30,46137.95474908936,34027000,51.771624780829924,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-07-30,1938.968327833714,1430000,2.8236411455289305,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-08-06,45861.16064978446,34027000,31.047267679719464,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-08-06,2215.762427138615,1644000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-08-13,38199.0720949531,34027000,17.520821157218,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-08-13,9877.850981969974,8799000,2.9916715371127998,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-08-20,101636.52816732888,34027000,31.408898305084747,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-08-20,4940.394909594203,1654000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-08-27,18167.679965730913,27415000,50.07123027469316,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-08-27,15708.43282537609,23704000,9.011542957334893,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-08-27,7194.83864263872,10857000,35.94023962594974,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-08-27,7005.971643177355,10572000,62.147501461133835,Smooth Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-09-03,45987.50348687099,34027000,59.25263004091175,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-09-03,2089.419590052092,1546000,6.023524254821742,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-09-10,45868.875971918176,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-09-10,2208.047105004907,1638000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-09-17,38711.59898574177,34027000,4.326782583284629,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-09-17,5613.278555137094,4934000,49.013734658094684,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-09-17,3752.045536044211,3298000,3.183445353594389,Smooth Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-09-24,40003.752666368215,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-09-24,1818.7264635398838,1547000,2.825467562828755,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-09-24,4766.074391202772,4054000,34.07364114552893,Classic FM Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-09-24,1488.3695558122124,1266000,62.147501461133835,Smooth Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-10-01,38141.18256833512,34027000,11.703682057276446,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-10-01,9935.74050858796,8864000,7.404295733489187,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-10-08,45920.37786774629,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-10-08,2156.5452091767884,1598000,2.3122443015780245,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-10-15,48076.92307692308,34027000,7.22895967270602,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-10-22,46140.55736958008,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-10-22,1936.3657073430027,1428000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-10-29,46959.07975825879,34027000,4.235461718293395,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-10-29,1117.8433186642849,810000,16.189362945645822,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-11-05,47048.21436077368,34027000,50.07123027469316,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-11-05,1028.7087161493996,744000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-11-12,48076.92307692308,34027000,27.11499123319696,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-11-19,46891.778070297296,34027000,4.416277030976038,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-11-19,1185.1450066257876,860000,2.918614845119813,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-11-26,48076.92307692308,34027000,15.184833430742255,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-03,47063.1030362043,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-03,1013.820040718775,733000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-10,47063.1030362043,34027000,62.147501461133835,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-10,1013.820040718775,733000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-17,30701.776547152273,34027000,4.235461718293395,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-17,1588.0073683541893,1760000,2.60812390414962,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-17,15787.139161416619,17497000,3.183445353594389,Smooth Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-24,11612.914495712228,19678000,50.07123027469316,Heart Breakfast & Late Evening Sponsorship
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-24,15837.187387281907,26836000,62.147501461133835,Heart Promotional Burst
ClientBrand,Radio Sponsorship,,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-24,11009.78416668398,18656000,29.76329631794272,Classic FM Promotional Burst
