Brand,Media L1,Media L2,Further TV Detail,Message,TVR Definition,Confirm VAT,Confirm CTC,wc Mon,Spend,TVRs,Comment
ClientBrand,TV Sponsorship,Pick,Pick,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-11,Free of charge,89.5,
ClientBrand,TV Sponsorship,Pick,Pick,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-18,Free of charge,98.6,
ClientBrand,TV Sponsorship,Pick,Pick,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-25,Free of charge,112.3,
ClientBrand,TV Sponsorship,Q12022,Q1 JAN TO MARCH ,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-12-27,57748.11,137.0,
ClientBrand,TV Sponsorship,Q12022,Q1 JAN TO MARCH ,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-03,57748.11,137.0,
ClientBrand,TV Sponsorship,Q12022,Q1 JAN TO MARCH ,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-10,57748.11,137.0,
ClientBrand,TV Sponsorship,Q12022,Q1 JAN TO MARCH ,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-17,57748.11,137.0,
ClientBrand,TV Sponsorship,Q12022,Q1 JAN TO MARCH ,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-24,57748.11,137.0,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2014-12-01,15000,52.83777777777778,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2014-12-08,15000,52.83777777777778,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2014-12-15,15000,52.83777777777778,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2014-12-22,25000,52.83777777777778,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2014-12-29,10000,52.83777777777778,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2015-01-05,10000,52.83777777777778,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2015-01-12,10000,52.83777777777778,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2015-01-19,10000,52.83777777777778,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2015-01-26,10000,52.83777777777778,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2015-02-23,Free Of Charge,71.7,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2015-03-02,Free Of Charge,61.3,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2015-03-09,Free Of Charge,22.6,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-03,9194.138820105685,35.333333333333336,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-10,9194.138820105685,35.333333333333336,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-17,9194.138820105685,35.333333333333336,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-17,9547.392336558345,55.0,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-24,9547.392336558345,55.0,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-31,17601.91968958211,92.80000000000001,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-01-07,8054.527353023767,0.0,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-01-14,15258.468843335973,83.0,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-01-21,7203.941490312205,0.0,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-01-28,7203.941490312205,0.0,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-10-14,29496.13,88.64758060731216,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-10-21,29496.13,156.9187215469095,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-10-28,29496.13,194.31125295286373,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-11-04,29496.13,194.31125295286373,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-11-11,29496.13,194.31125295286373,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-11-18,29496.13,200.6652613605634,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-11-25,29496.13,200.6652613605634,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-12-02,29496.13,205.22024329138424,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-12-09,29496.13,205.22024329138424,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-12-16,29496.13,205.22024329138424,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-12-23,29496.13,205.22024329138424,
ClientBrand,TV Sponsorship,Sky,Sky,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-12-30,29496.13,25.288443100523637,
ClientBrand,TV Sponsorship,Sky2,Sky Two,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-11-27,4246.153846153847,2.3,
ClientBrand,TV Sponsorship,Sky2,Sky Two,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-04,13107.69230769231,7.1,
ClientBrand,TV Sponsorship,Sky2,Sky Two,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-11,11446.15384615385,6.2,
ClientBrand,TV Sponsorship,Sky2,Sky Two,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-18,14215.384615384619,7.7,
ClientBrand,TV Sponsorship,Sky2,Sky Two,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-25,16246.153846153851,8.8,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-03-29,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-04-05,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-04-12,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-04-19,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-04-26,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-05-03,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-05-10,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-05-17,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-05-24,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-05-31,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-06-07,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-06-14,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-06-21,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-06-28,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-07-05,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-07-12,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-07-19,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-07-26,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-08-02,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-08-09,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-08-16,54363.6364,234.5909,
ClientBrand,TV Sponsorship,Sky2021,SKY 2021,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-08-23,54363.6364,234.5909,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-03,26375.33655,78.11006073,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-10,26375.33655,78.11006073,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-17,26375.33655,78.11006073,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-24,26375.33655,78.11006073,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-31,23822.884615,65.6271,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-02-07,23822.884615,65.6271,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-02-14,23822.884615,65.6271,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-02-21,23822.884615,65.6271,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-02-28,21100.26924,57.9859464,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-03-07,21100.26924,57.9859464,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-03-14,21100.26924,57.9859464,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-03-21,21100.26924,57.9859464,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-03-28,21100.26924,57.9859464,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-04-04,23822.884615,58.626875999999996,
ClientBrand,TV Sponsorship,SkyCBSQuestBlaze," Sky CBS, Quest, Blaze",Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-04-11,23822.884615,58.626875999999996,
ClientBrand,TV Sponsorship,SkyParamount,Sky Paramount Primetime on 9,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-12-27,17499.885,47.25,
ClientBrand,TV Sponsorship,SkyParamount,Sky Paramount Primetime on 10,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-03,17499.885,47.25,
ClientBrand,TV Sponsorship,SkyParamount,Sky Paramount Primetime on 11,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-10,17499.885,47.25,
ClientBrand,TV Sponsorship,SkyParamount,Sky Paramount Primetime on 12,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-17,17499.885,47.25,
ClientBrand,TV Sponsorship,SkyParamount,Sky Paramount Primetime on 5,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-12-05,17499.885,34.25,
ClientBrand,TV Sponsorship,SkyParamount,Sky Paramount Primetime on 6,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-12-12,17499.885,34.25,
ClientBrand,TV Sponsorship,SkyParamount,Sky Paramount Primetime on 7,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-12-19,17499.885,34.25,
ClientBrand,TV Sponsorship,SkyParamount,Sky Paramount Primetime on 8,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-12-26,17499.885,34.25,
ClientBrand,TV Sponsorship,SkyQuest,Sky Quest,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-08-01,8848.6,38.0,
ClientBrand,TV Sponsorship,SkyQuest,Sky Quest,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-08-08,8848.6,38.0,
ClientBrand,TV Sponsorship,SkyQuest,Sky Quest,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-08-15,8848.6,38.0,
ClientBrand,TV Sponsorship,SkyQuest,Sky Quest,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-08-22,8848.6,38.0,
ClientBrand,TV Sponsorship,SkyQuest,Sky Quest,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-08-29,8848.6,38.0,
ClientBrand,TV Sponsorship,STV,STV,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-18,2022.2848952794861,1.720296677917925,
ClientBrand,TV Sponsorship,STV,STV,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2017-12-25,7991.123029266264,6.797806991571425,
ClientBrand,TV Sponsorship,STV,STV,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-24,6382.941871017476,18.4,
ClientBrand,TV Sponsorship,STV,STV,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2018-12-31,12593.775310063524,36.3,
ClientBrand,TV Sponsorship,STV,STV,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-01-07,13147.0106070512,37.9,
ClientBrand,TV Sponsorship,STV,STV,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2019-01-14,10376.272211867796,29.9,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2021-12-27,12535.375,19.725,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-03,12535.375,19.725,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-10,12535.375,19.725,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-01-17,12535.375,19.725,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-03-28,10028.3,9.540000000000001,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-04-04,10028.3,9.540000000000001,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-04-11,10028.3,9.540000000000001,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-04-18,10028.3,9.540000000000001,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-04-25,10028.3,9.540000000000001,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-05-02,10028.3,8.559999999999999,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-05-02,10028.3,8.559999999999999,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-05-16,10028.3,8.559999999999999,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-05-23,10028.3,8.559999999999999,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-05-30,10028.3,8.559999999999999,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-06-06,12535.375,10.35,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-06-13,12535.375,10.35,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-06-20,12535.375,10.35,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-06-27,12535.375,10.35,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-07-04,12535.375,9.85,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-07-11,12535.375,9.85,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-07-18,12535.375,9.85,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-07-25,12535.375,9.85,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-08-01,10028.3,10.34,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-08-08,10028.3,10.34,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-08-15,10028.3,10.34,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-08-22,10028.3,10.34,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-08-29,10028.3,10.34,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-09-05,12535.375,13.025,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-09-12,12535.375,13.025,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-09-19,12535.375,13.025,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-09-26,12535.375,13.025,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-10-03,12535.375,13.8,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-10-10,12535.375,13.8,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-10-17,12535.375,13.8,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-10-24,12535.375,13.8,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-10-31,10028.3,8.18,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-11-07,10028.3,8.18,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-11-14,10028.3,8.18,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-11-21,10028.3,8.18,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-11-28,10028.3,8.18,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-12-05,12535.375,11.875,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-12-12,12535.375,11.875,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-12-19,12535.375,11.875,
ClientBrand,TV Sponsorship,Tastefulliving,Tasteful Living,Brand,All Adult 30s Equiv,EXCLUDING,CTC,2022-12-26,12535.375,11.875,
