Brand,Media L1,Media L2,Message,Confirm VAT,Confirm CTC,wc Mon,Impressions,Spend,Comment
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-04-22,1107828,11191.0,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-04-29,1802407,29638.74,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-05-20,1725910,36401.12,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-05-27,331578,11117.55,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-06-03,171659,3762.15738284704,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-06-10,292574,3762.157382847038,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-06-17,1295894,26136.527383,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-06-24,278623,3762.157382847038,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-07-08,477683,28312.0,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-07-15,120793,2683.63233,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-07-22,2908320,48548.0,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-07-29,1362784,32683.632330000004,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-08-05,565165,20587.453116999997,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-08-12,374812,6759.996400666666,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-08-19,587152,20587.453116999997,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-08-26,388813,6759.996400666666,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-09-02,374763,6759.996400666666,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-09-16,782754,21895.43,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-09-23,812821,36503.0,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-09-30,1325678,31828.5248111416,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-10-07,1577521,49130.80921065452,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-10-14,1303628,40399.84995238104,
ClientBrand,VOD,Teads,Unclassified,EXCLUDING,CTC,2019-10-14,252143,4637.065633200001,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-10-21,1041064,24110.27349708768,
ClientBrand,VOD,Teads,Unclassified,EXCLUDING,CTC,2019-10-21,522291,9963.9157618,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-10-28,1290896,40399.84995238104,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-11-04,850407,26615.7479078794,
ClientBrand,VOD,Teads,Unclassified,EXCLUDING,CTC,2019-11-04,899828,8981.183211000001,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-11-11,850808,26615.7479078794,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-11-18,643453,21630.6131259,
ClientBrand,VOD,Teads,Unclassified,EXCLUDING,CTC,2019-12-02,709941,9715.3200144,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-12-09,746741,20000.0,
ClientBrand,VOD,Teads,Unclassified,EXCLUDING,CTC,2019-12-09,331109,4637.426393600001,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-12-16,1530334,40000.0,
ClientBrand,VOD,Teads,Unclassified,EXCLUDING,CTC,2019-12-16,954719,13878.261597200002,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-12-23,7289470,168817.3131649004,
ClientBrand,VOD,Teads,Unclassified,EXCLUDING,CTC,2019-12-23,1098156,16409.568775599997,
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2019-12-30,4734651.6,106198.46871526484,
ClientBrand,VOD,Teads,Unclassified,EXCLUDING,CTC,2019-12-30,1084700,11981.468298799999,
ClientBrand,VOD,Teads,Unclassified,EXCLUDING,CTC,2020-01-06,455856,6553.265719,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-01-06,4133683,77126.0,Updated 09/02/2022
ClientBrand,VOD,Teads,Unclassified,EXCLUDING,CTC,2020-01-13,304293,4123.417098,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-01-13,2391172,44614.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-01-20,1662348,31016.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-01-27,1575013,29386.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-02-03,1507836,28133.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-02-17,1611652,30070.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-03-09,1598674,29828.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-06-29,1232751,23000.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-07-06,1081683,20182.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-07-13,819504,15290.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-08-03,1391296,25959.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-08-10,1187611,22158.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-08-17,668262,12468.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-08-24,1349978,25188.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-08-31,2481875,46306.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-09-07,2151381,40140.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-09-14,1203022,22446.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-09-21,2094262,39074.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-09-28,591802,11042.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-10-05,1898655,35425.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-10-12,1531176,28568.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-10-19,698475,13032.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-10-26,1039351,19392.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-11-02,2194871,40952.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-11-09,1286237,23998.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-11-16,1028061,19181.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-12-07,1275914,23806.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-12-14,3092534,57700.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-12-21,5442180,101539.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2020-12-28,2007308,37452.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-01-04,906754,16918.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-01-25,54429,1016.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-03-22,2706898,50505.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-03-29,1220755,22777.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-04-05,1300543,24265.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-04-12,1159269,21629.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-04-19,1195496,22305.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-04-26,487957,9104.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-05-03,894253,16685.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-05-10,126568,2361.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-05-24,1785184,33308.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-05-31,140623,2624.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-06-14,488073,9106.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-06-21,668288,12469.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-06-28,1030297,19223.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-07-05,439046,8192.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-07-12,1865441,34805.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-07-19,600395,11202.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-07-26,2006387,37435.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-08-02,923824,17237.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-08-09,914532,17063.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-08-16,1295068,24163.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-08-23,1049242,19577.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-08-30,702754,13112.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-09-06,1523314,28422.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-09-13,1638061,30563.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-09-20,246651,4602.0,Updated 09/02/2022
ClientBrand,VOD,UMG,Unclassified,EXCLUDING,CTC,2021-10-11,2332232,19822.85361347916,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-10-11,5083112,94840.0,Updated 09/02/2022
ClientBrand,VOD,UMG,Unclassified,EXCLUDING,CTC,2021-10-18,2335310,19849.015137897648,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-10-18,2907015,54239.0,Updated 09/02/2022
ClientBrand,VOD,UMG,Unclassified,EXCLUDING,CTC,2021-10-25,1517928,12901.660101328725,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-10-25,5190178,96838.0,Updated 09/02/2022
ClientBrand,VOD,UMG,Unclassified,EXCLUDING,CTC,2021-11-01,686823,6239.479528069166,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-11-01,4838445,90275.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-11-08,2684716,50091.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-11-15,1968681,36731.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-11-22,530828,9904.0,Updated 09/02/2022
ClientBrand,VOD,Hearst,Unclassified,EXCLUDING,CTC,2021-12-06,229621,6083.122250712656,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-12-06,2892971,53977.0,Updated 09/02/2022
ClientBrand,VOD,Hearst,Unclassified,EXCLUDING,CTC,2021-12-13,330644,8759.424762824987,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-12-13,1744150,32542.0,Updated 09/02/2022
ClientBrand,VOD,Hearst,Unclassified,EXCLUDING,CTC,2021-12-20,381621,10109.908050392673,Updated 09/02/2022
ClientBrand,VOD,BVOD,Unclassified,EXCLUDING,CTC,2021-12-20,5990020,111761.0,Updated 09/02/2022
ClientBrand,VOD,Hearst,Unclassified,EXCLUDING,CTC,2021-12-27,121286,3212.8158194316875,Updated 09/02/2022
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2021-12-27,1169051,17101.0,Updated 09/02/2022
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2021-12-27,94482,2027.157311261854,Updated 09/02/2022
ClientBrand,VOD,Hearst,Brand,EXCLUDING,CTC,2022-01-03,109745,2906.0651592,Updated 09/02/2022
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-01-03,2841733,41568.725104402365,Promo
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-01-03,575557,12348.855661374007,Brand
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-01-03,2841733,67754.37179811085,Updated 09/02/2022
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-01-03,1127748,22518.0711489111,Updated 09/02/2022
ClientBrand,VOD,Hearst,Brand,EXCLUDING,CTC,2022-01-10,102607,2717.04977712,Promo
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-01-10,2373093,34713.48313306757,Brand
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-01-10,534455,11466.992239690673,Updated 09/02/2022
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-01-10,2373093,56580.76442561432,Updated 09/02/2022
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-01-10,553939,11060.660550190882,Promo
ClientBrand,VOD,Hearst,Brand,EXCLUDING,CTC,2022-01-17,117018,3098.6553628799993,Brand
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-01-17,2141312,31323.00250965099,Updated 09/02/2022
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-01-17,497522,10674.576742804134,Updated 09/02/2022
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-01-17,1979178,47188.797141266055,Promo
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-01-17,497627,9936.262526397019,Brand
ClientBrand,VOD,Hearst,Brand,EXCLUDING,CTC,2022-01-24,93352,2471.9758963199997,Updated 09/02/2022
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-01-24,1889618,27641.235539838042,Brand
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-01-24,423794,9092.706606220298,Brand
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-01-24,1430805,34114.14581897595,Promo
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-01-24,382572,7638.925997280614,Brand
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-01-31,187,2.7354264438366456,Promo
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-01-31,48459,1039.7114386490355,Brand
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-01-31,514731,10277.78305131125,Brand
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-02-07,614379,12267.483546321388,Brand
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-02-14,983021,23437.8002153442,Promo
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-02-14,492187,9827.640469829348,Promo
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-02-21,976156,23274.120600688624,Promo
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-02-21,406824,8123.172709758394,Promo
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-02-28,536071,12879.94922384157,Promo
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-03-07,462823,11120.05077615843,Brand
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-04-11,1439083,37674.59455581002,Brand
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-04-18,1562149,40896.411263814574,Promo
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-04-25,92782,2428.994180375396,Brand
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-08-22,2470918,56720.23799417702,Promo
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-08-29,557425,12795.762005822988,Brand
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-10-10,3458595,115395.63385527398,Brand
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-10-17,2647852,88345.28468784432,Promo
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-10-24,1753301,46815.1601819819,Brand
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-10-31,3237208,108009.0814568817,Promo
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-11-21,4661403,124464.83981801811,Promo
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-12-05,1643925,40935.665638076825,Promo
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-12-12,4692098,116838.75777124199,Promo
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-12-19,3913120,76430.21452145136,Promo
ClientBrand,VOD,BVOD,Brand,EXCLUDING,CTC,2022-12-19,6313982,157225.5765906812,Promo
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2022-12-26,9789815,191212.55176823668,Promo
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2023-01-02,7247170,141550.15889454618,
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2023-01-09,5579758,108982.62790759915,
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2023-01-16,6707051,131000.67126393129,
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2023-01-30,3309738,64645.08764101264,
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2023-02-06,2510133,49027.37551298561,
ClientBrand,VOD,BVOD,Promo,EXCLUDING,CTC,2023-02-13,2567677,50151.31249023711,
