Brand,Media L1,Media L2,Objective,Device Type,Format,Message,Confirm VAT,Confirm CTC,wc Mon,Impressions,Spend,Comment
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-04-18,561605,4919.404483917339,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2022-04-18,5179325,29006.08049135268,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-04-25,526392,4941.233912487359,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2022-04-25,7396551,45404.267035513716,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2022-05-02,1516823,8291.93990462328,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2022-05-30,5830252,35033.30854112361,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2022-08-22,3885737,27676.211886958758,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2022-08-29,940173,4997.039347413421,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-09-19,1291688,14855.15299873596,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-09-26,770881,11730.122592650741,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-10-03,1137076,14837.906386065999,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-10-10,819092,9935.937739186138,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-10-17,794757,9936.60228651804,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2022-10-17,1403371,14864.865229493742,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-10-24,621403,7095.89969177184,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2022-10-24,1806828,16649.10086764442,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-10-31,1217984,11174.688914552837,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-11-07,501551,11145.4,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-11-14,596754,13779.81,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-11-21,584242,14652.69,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2022-11-21,4651008,39887.63,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-11-28,643538,14985.7,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-12-05,671145,14933.85,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-12-12,682229,15020.75,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-12-19,1550560,16015.36,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2022-12-19,4300021,39021.89,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2022-12-26,215876,4055.84,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2022-12-26,11491842,65734.08,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2023-01-02,520864,5851.53,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2023-01-02,10168695,46401.9,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2023-01-09,345529,3986.04,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2023-01-09,8958906,38844.85,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2023-01-16,323987,3984.22,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2023-01-16,5997277,27567.08,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2023-01-23,303542,3850.58,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2023-01-30,324978,3977.76,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2023-01-30,3762319,15064.223811608583,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Brand,EXCLUDING,CTC,2023-02-06,301351,3710.26,Updated 20/02/2023
ClientBrand,Youtube,,Conversion,Large Screen,TruView,Promo,EXCLUDING,CTC,2023-02-06,3442715,15013.416574703859,Updated 20/02/2023
